MOVIE_ID,REV_ID,Reviews
0,10,"I have just seen ""Song of the South"" for the first time in 35 years. I first saw it when I was a young child and loved it. I was one of the fortunate to be raised ""colour-blind"" and indeed seriously considered joining the busing protests of the 1960s. Having seen this wonderful motion picture again on DVD today it certainly affects me on different levels from the viewings of long ago. Uncle Remus reminds me more than anything else of the wise Chinese sages epitomized by ""Kung Fu""'s Master Po. He has wisdom far beyond that of all around him yet is human; his protégé adores him; he is misunderstood by significant other characters; he possesses a praeternatural wisdom, sagacity, compassion and love. James Baskett richly deserved his Oscar for his performance. Technically ""Song of the South"" prefigures the far less moving ""Roger Rabbit"" by decades: the melding of live action and cartoon was amazing at the time and is impressive even today. The supporting cast is very good to excellent. The musical score stands up even today, and the songs not only please and stay in the mind - for a lifetime. For adults and children, even in these cynical times, there can hardly be a better motion picture. But above it all stands the majestic James Baskett as the Eternal Sage, Uncle Remus. Would that we could all open our hearts to learn from him!"
0,11,"Song of the South is a beautiful film, with fine values -- fine moral values as well as exceptional production values. The animation is state of the art, the songs humable - Zip-A-Dee-Doo-Dah is a classic. But many Black people find it painful to watch, painful to the extent that Disney fears a boycott of its other films if it releases this one. Corporations are in the business of making money -- not art. We are lucky when art is an incidental by product, as it is in this case.The DVD I watched is from Buddha Video Co in Taiwan. Their telephone number if 886-2-2571337. Unlike some VHS releases, the Chinese subtitles can be turned off. The company logo appears briefly but annoyingly in several scenes, but that is a minor irritation. The transfer is better than VHS, though far from the pristine transfer we can wish far, in a happier time, when the old racial hate becomes as remote as the wars between Athens and Sparta. The box has a professional look -- the only strange thing is the absence of any mention of Walt Disney.Of course, I cannot view this film the way a Black person would, but I hope that Black viewers at least realize both the good intent and the good effect this movie had. Evidentally not all do -- there are posts to this board that accuse the film of racism. It is obvious to anyone who lived though real racism that the message of the film is one of respect.When I first saw the movie, I was a young white boy growing up in the Deep South, and I think this movie, and movies like it, led me to reject the racism of the adults around me. In much the same way, the TV show ""I Spy"" opened the minds of the generation that came after mine.The potential to offend is in all great art, and the offended are often moved to try to suppress what causes them pain. Song of the South is in the same class with Huckleberry Finn, Showboat, Gone With the Wind, and The African Queen -- offensive to some, loved by many, good in both intent and effect on society, but unacceptable today to those who do not want to be reminded of the truth about the past.Modern films, which invariably show Black people in the past as able to treat all whites like equals and not get lynched, are pure fantasy, but they are a fantasy that those who would rather forget history demand. But there were many close friendships across racial lines. Friendships such as the one shown in Song of the South between the grandmother and Uncle Remus did happen.One final comment, addressed to those who wish the horrors of Reconstruction were explicit in the film -- there are horrors enough hovering around the edges. The father, for example, is clearly risking his life by publishing a progressive newspaper in Atlanta. The mother, while she is not a racist, looks down on the ""lower class"". But these things are, rightly, kept to one side. This is a children's film, after all, about love, intelligence, and the healing power stories."
0,12,"When I was 8 years old, Walt Disney created this great and enduring classic, his first picture to include live actors and to mix them with animation. It was one of the very few pictures in that era to employ Black actors, and the undisputed hero of the film was a Black man. The film portrays a pervasive tone of positive values, and incidentally the best portrayal of interactions between Whites and Blacks of any film I've ever seen. There are no ""slaves"" in the movie, and I doubt Walt Disney gave any thought to slavery since there weren't any slaves in the post-Civil War South. Still, Michael Eisner and other latter-day Disney executives have relegated this classic to the vaults.Easily one of Walt Disney's top 5 movies, anyone ought to acquire this wonderful picture for their family library. Since the film was on the market in the UK for a few weeks before being pulled-off forever, you can buy one on eBay (from other sellers, not me). Mine cost me over $100; a small price for Freedom of Speech; a small price for a true classic not otherwise available."
0,13,"I am really annoyed by Disney's decision to withhold Song of the South from release.  They seem to think that by banning this film they could appease the charge of spreading racism.  In fact, by banning this film they have given the false impression that Song of the South is a racist film that would corrupt children.As a previous viewer pointed out, the film does NOT depict slavery.  It takes place in the years following the civil war.  Yes, it shows blacks as servants of whites, but this did indeed occur didn't it?  Nor does it depict blacks as entirely submissive servants to whites.  Look at the way Uncle Remus defies Johnny's mother by covering for him.  Uncle Remus has his own subtle ways of rebelling against his white employers.  What's more, Uncle Remus is not a racist caracature.  He is a kind and smart man with a lot of common sense.The film even takes on race relations in the friendship Johnny strikes up with Uncle Remus and a black boy.  We end of disapproving of Johnny's mother's narrow minded attitude toward their relationship.  This is probably the closest the non-political Disney studios could come to making a liberal film.It's incredible therefore that it is the NAACP that protested this film whenever it was released instead of the KKK.  The NAACP reminds me more of little Johnny's white prejudiced mother than campaigners for racial equality.I am even more angered by Disney's decision to keep this film off the video shelves.  They probably could have gotten Song of the South out on video after it's 1986 release with minimal controversy.  Instead, by banning this film they have helped to harden opinions on both sides between those who want to keep this film off the video shelves (many of whom probably haven't even seen it), and those who want it released.  They have made a political firestorm of their own creation."
0,14,"Such a great movie.. definitely one of my favorite Disney movies...come on Disney,grow a pair and release this movie on Blu-ray....even Disney legend Whoopi says release it."
0,15,"Song of the South is a beautiful piece of film art. I acknowledge that some of the scenes are ignorant towards the plight of African Americans in the Civil War and Reconstruction era but I can't imagine a child who loves this movie coming away feeling racial prejudice or insensitivity towards African Americans. We should remember that this is a children's film and generally, people are happy in Disney movies. Should Birth of a Nation be banned because it champions the KKK? Of course not. We learn from our mistakes in the appreciation of our past. This isn't Nazi Germany. It was an Oscar winning film for petes sake. Please release Song of the South now."
0,16,"Song of the South was ahead of the times when Disney released it in 1946; an Oscar was even awarded to James Baskett. Baskett was the first black person to receive the honor. The film has some subtle racism, but nothing like the racism in films like Gone with the Wind or even Blazing Saddles. Song of the South was a product of the time, and sterotyping was frequent and prevalent, especially in animation.However, the film is a part of history, and ought to be released as such. It's not something we should be ashamed of, but rather something we could learn from. Again, it's a beautiful story and the live action and animation are beautifully interwoven. Joel Chandler Harris is a celebrated author and his works, though criticized, are better to be read and seen, rather than forgotten. As Disney has no plans to release the film, many pirated dvds are created and sold in the United States, with no legal action taken. Therefore, if you want to see the film, there are ways to do so. It's worth the price."
0,17,"In the Old South Uncle Remus (James Baskett) a black slave tells stories to white Johnny (Bobby Driscoll). They're shown in animated form...beautifully done by Disney.OK--this film is NOT racist and Disney is being stupid by not releasing it. The last time I saw it was in its last (I believe) theatrical reissue back in the 1980s. I don't remember anybody complaining about it being racist back then. Yes, the slaves are shown as being SO happy and love working for the white people...but ""Gone With the Wind"" had the same view and I don't see MGM keeping it from being shown or anyone complaining about it. There's nothing wrong with being politically correct but Disney really overdoes it. Hell--they changed ONE LINE from a song in ""Aladdin"" because one group complained about it! Idiots.Back to the movie. The print I saw was in bright beautiful color with a crystal clear picture and sound. The animated segments were just great--there was one fantastic moment when Baskett started singing ""Dippidy Doo Dah"" and the background burst into animation. The chances of anyone seeing this are slim but, if you can, take a look. Recommended."
0,18,One of the best family films ever made and just because Disney considers it to be racist it has been pulled from ever being seen by today's audiences. Disney should be ashamed of themselves for not letting people make up their own minds about it. I own it on DVD only because I live in Australia. And now with the new Disney Channel soon to be launched I also read they are going to edit the crow out of the animated Dumbo just because his name was apparently some blackface (their words) radical in America. Why not ban every film made before the 50s as most contained some racial slurs.
0,19,"In the deep Georgia countryside of the late nineteenth century, a young boy whose parents are living apart is befriended by the kindly Uncle Remus, who entrances him with stories of the countryside and the critters that live there.This is a charming, evocative adaptation of the Brer Rabbit stories of Joel Chandler Harris, brilliantly adapted for the screen with their wonderful patois. It is simply dripping with the atmosphere of the American south, and brilliantly photographed in colour by the great Gregg Toland. The animation sequences, directed by Wilfred Jackson, are funny and terrific (the tar-baby story is particularly memorable) and are melded beautifully into the live action. There is an incredible moment when Uncle Remus shares his pipe with a frog, and as he strikes a match and casts his fishing-rod the action flares from reality to fantasy. The movie is also full of wonderful music; the classic Zip-A-Dee-Doo-Dah number, but also a plethora of traditional negro melodies - no less than ten songwriters are credited. Baskett is simply unforgettable as the big-hearted Remus (he also does the voice of Brer Fox), and the kids (Driscoll, Leedy and Patten) are great. This movie has some narrow-minded detractors who would cite it as racist. They are completely wrong - this is a movie set in a time of racism, but which transcends bigotry with its story of friendship, love and compassion."
0,20,"Song of the South It's not a bad movie really, plenty of catchy tunes and a good plot.Just very outdated and filled with racial stereotypes.To me it's no worse than Gone With The Wind movie.Song of the South is very much in the same vein as above mentioned film.Same stereotypes and they both paint an untrue picture of the old south.But hey it isn't a documentary, it a fictional story with a lot of well deserved controversy attached to it.I got it on a dvd imported from Spain. So picture and sound quality is slightly degraded.But I don't care, at least now I can see what all the fuss is about.After finally watching it,I can say I loved it. Disney unban it. Keeping it locked up will only make things worse. As Uncle Remus said you can't run away from your troubles."
0,21,"I am a lifelong Southerner. No one can gainsay that slavery was a terrible thing. It is our great national sin. But to dump all of that on these delightful folk stories seems to me a bit much.I saw Song of the South as a small child. I didn't once think how dumb Uncle Remus was; I thought how dumb the smart aleck fox was! According to the foreword in my copy of Joel Chandler Harris' volume, these stories came from Africa originally where the characters were the lion, the jackal and whatever else they used. They are the Aesop's fables of a whole culture and they deal with how one who is weak and powerless--say a slave or a small child trying to survive his parents' problems--can deal with a world and come out with a whole skin. The race is not always to the swift nor the battle to the strong is the whole theme of the Uncle Remus tales. And everybody's gotta have a laughing place if they want to stay sane in this old world.Good on you, Uncle Remus! Good on you!"
0,22,"Song of the South made its debut in 1946 the year before your's truly made his debut on earth. My mom had a real liking for the Uncle Remus stories and I remember as a toddler her reading them to me and I liked them.Still do to some degree although I acknowledge the defects of the culture where they were created.I rather liked the idea of the rabbit using his wits and guile to make fools of the bigger and predatory fox. Of course the animals talk in the black southern dialect of the time, but that's OK too because Joel Chandler Harris who collected these stories from the black sharecroppers he knew as a child heard them talk that way and recorded it faithfully.Some other reviewer described the black people as employees. No they are not employees, they are sharecroppers and sharecroppers then as now eke out a meager living from the soil. Sharecroppers can be both white and black and it was certainly convenient to use race and the history of the recent Civil War to pit them against each other. Otherwise they might realize they have a lot more in common than they think. Don't think so. I'd suggest checking out Places in the Heart which is a better picture albeit in a later time period of the conditions in the old Confederacy.Song of the South isn't even that original in terms of blending a live action story with animation. A year before Gene Kelly won an Oscar for doing just that in MGM's Anchor's Aweigh. But no one did animation quite like Disney and it's technically a good film.But it's the animation that dominates here. Those portions of the film have been released as cartoons, I remember seeing them on Walt Disney Presents back in the day. And other than the black dialect, was Brer Rabbit all that different from Bug Bunny? It's not Amos and Andy because here it is black performers doing the voices.Should it be re-released? Hard to answer that question. But I sure wouldn't mind seeing some of the practical wisdom about bettering your stronger and swifter predators that that sly old rabbit might impart."
0,23,"This is a very good movie. In all honesty I think that if James Baskett (Uncle Remus) felt in any way this movie was racist then he would have never accepted the role (just my opinion). And he was so wonderful as the story-teller Uncle Remus! Uncle Remus is really is a wholesome character, with good morals and a wonderful teacher.Segregation was alive and well during the time of this film - and what is so good about the film - it shows how people of different races and backgrounds can come together. There *might be* an underlying and deeper message to this film - we can desegregate ourselves and live in peace with one another.On a lighter note - there is a fun yet meaningful cartoon withing the live-action picture. Plus this film contains one of Disney's most popular and famous songs 'Zip-A-Dee-Doo-Dah"" 8/10"
1,24,I first saw this as a kid in the early 80s n was blown away by the lion fight sequence n the climax scene of that of Dagon's towering idol.Saw many times aft that n coincidentally revisited it again on this Easter (04/04/21).This one is a classic action movie n i still found it very captivating.The film was very violent for its times. Samson using a jawbone of a donkey to crush skulls like eggs thru helmets is very brutal.The film's special effects are noteworthy and the most spectacular special effect in the film is the toppling of the temple of Dagon.
1,25,"While having some very major flaws, this is a thoroughly decent biblical epic on the story of Samson and Delilah. It is nicely filmed, with lovely costumes, nice sets and good cinematography and has a rousing score. Also the acing is not bad at all, Victor Mature is a dashing Samson and Hedy Lamarr pretty much steals the film as the beautifully captivating Delilah, it somehow reminded me of Rita Hayworth in Salome. George Sanders proves here he is the epitome of calculation and world-weariness, and while Angela Lansbury is good she has been better. Plus the final scene with the temple coming down is brilliantly staged and serves as the highlight of the film. However, the script is not always that great, neither is the pacing which is quite slow or the direction which is disappointingly stodgy. Overall though, Samson and Delilah isn't bad, it could've been better, but it was decent. 7/10 Bethany Cox"
1,26,"By the time the 1940s were rolling around, Cecil B. DeMille was doing a lot less work, but the work was getting more expensive. DeMille took off a couple of years now between films to create the opulent splendor that typifies his work.Well Samson and Delilah abounds in opulence. The color cinematography is first rate and reason enough to see the film. Of course it has the usual stilted dialog that is common in DeMille's costume work. But one has to remember that DeMille made his show business bones with David Belasco in the Edwardian era. And that's how folks talked in those Belasco plays.Acting honors in this go to George Sanders as the Saran of Gaza, Philistine ruler and sophisticated cad. This was the height of Sanders career, he received a Best Supporting Actor Oscar for All About Eve the same year. I think the Saran and Addison DeWitt would have understood each other very well.Angela Lansbury is the original object of Samson's lust and she does okay, but personally if you had the choice between Jessica Fletcher and Tondelayo, who would you choose? Is that ever a no-brainer.DeMille got a couple of loan-outs to play the leads. Hedy Lamarr could easily lay claim to be the most beautiful woman in the cinema. She never had much acting skill, but all she has to do is be seductive and that no one could do better.And Victor Mature away from his home studio of 20th Century Fox where he was languishing, Samson and Delilah provided a whole new vista for him with roles in spectacle pictures where he could truly be that beautiful hunk of man.Fay Holden is good as Samson's mother. In modern times I can just hear her telling him about settling down with a good Jewish girl."
